barcode,title,author,category,callNumber
BHI01435,두고도 거지  : 감동과 눈물로 엮은 이야기  : 은인자중,"이승진, 이현아",아 동,813.5
BHI01436,오세암  : 감동과 눈물로 엮은 이야기  : 측은지심,"원작: 정채봉, 이혜옥, 마고21",아 동,813.5
BHI01437,효녀 심청,"김복희 글,진선미 그림",아 동,813.5
BHI01438,금을 버린 형과 아우  : 감동과 눈물로 엮은 이야기  : 이심전심,"홍윤희, 원현진",아 동,813.5
BHI01439,백일홍 이야기  : 감동과 눈물로 엮은 이야기  : 일일삼추,"정은혜, 박미영",아 동,813.5
BHI01440,견우와 직녀  : 감동과 눈물로 엮은 이야기  : 초지일관,"임형진, 하주희",아 동,813.5
BHI01441,개와 고양이  : 행운과 우연으로 엮은 이야기  : 일심동체,"양승현, 김미영",아 동,813.5
BHI01442,좁쌀 한 톨로 장가들기  : 행운과 우연으로 엮은 이야기  : 토적성산,"장지윤, 김은정",아 동,813.5
BHI01443,젊어지는 샘물  : 행운과 우연으로 엮은 이야기  : 안분지족,"김영미, 이은경",아 동,813.5
BHI01444,도깨비가 준 보물  : 행운과 우연으로 엮은 이야기  : 막연지우,"민정원, 윤희숙",아 동,813.5
BHI01445,도깨비와 개암  : 행운과 우연으로 엮은 이야기  : 무지몽매,"신영란, 오윤화",아 동,813.5
BHI01446,방아 찧는 호랑이  : 행운과 우연으로 엮은 이야기  : 전화위복,"민수현, 김영희",아 동,813.5
BHI01447,신통한 점괘  : 행운과 우연으로 엮은 이야기  : 백면서생,"박경아, 강희준",아 동,813.5
BHI01448,도깨비 감투,"김예실 글,홍우정 그림",아 동,813.5
BHI01449,토끼의 재판  : 재치와 슬기로 엮은 이야기  : 임기웅변,"심정인, 신경란",아 동,813.5
BHI01450,삼 년 고개  : 재치와 슬기로 엮은 이야기  : 불로장생,"권윤경, 최서영",아 동,813.5
BHI01451,시르릉 삐죽 할라뿡  : 재치와 슬기로 엮은 이야기  : 백발백중,"이혜옥, 노성욱",아 동,813.5
BHI01452,망주석 재판  : 재치와 슬기로 엮은 이야기  : 공명정대,"정소영, 황수민",아 동,813.5
BHI01453,냄새 맡은 값  : 재치와 슬기로 엮은 이야기  : 안하무인,"민정원, 허청규",아 동,813.5
BHI01454,호랑이 잡은 토끼  : 재치와 슬기로 엮은 이야기  : 언어도단,"정소영, 김영숙",아 동,813.5
BHI01455,며느릿감 시험  : 재치와 슬기로 엮은 이야기  : 문전성시,"김은순, 허청규",아 동,813.5
BHI01456,팥죽 할머니와 호랑이  : 재치와 슬기로 엮은 이야기  : 집소성대,"강은진, 강신광",아 동,813.5
BHI01457,동물들의 나이 자랑  : 재치와 슬기로 엮은 이야기  : 어불성설,"민수현, 박현주",아 동,813.5
BHI01458,별주부전  : 재치와 슬기로 엮은 이야기  : 청산유수,"오현경, 문구선",아 동,813.5
BHI01459,재주 많은 세 형제  : 세태와 교훈으로 엮은 이야기  : 일인일기,"정은미, 이은하",아 동,813.5
BHI01460,청개구리  : 세태와 교훈으로 엮은 이야기  : 후회막심,"한은선, 김혜란",아 동,813.5
BHI01461,금도끼 은도끼,"권윤경 글,정선경 그림",아 동,813.5
BHI01462,소가 된 게으름뱅이  : 세태와 교훈으로 엮은 이야기  : 개과천선,"장윤영, 홍효정",아 동,813.5
BHI01463,멸치의 꿈,"서보현 글,배수연 그림",아 동,813.5
BHI01464,저승에 있는 곳간  : 세태와 교훈으로 엮은 이야기  : 생면부지,"변혜원, 이연",아 동,813.5
BHI01465,두더지 딸 신랑감 찾기  : 세태와 교훈으로 엮은 이야기  : 유유상종,"이혜옥, 배수연",아 동,813.5
BHI01466,할말 할망 설문대 할망,"하늘땅 글,조수진 그림",아 동,813.5
BHI01467,바리데기  : 유래와 전설로 엮은 이야기  : 전심전력,"강민우, 이수진",아 동,813.5
BHI01468,방귀 시합  : 유래와 전설로 엮은 이야기  : 막상막하,"이혜옥, 오승민",아 동,813.5
BHI01469,소나기와 소내기  : 유래와 전설로 엮은 이야기  : 일엽지추,"한미혜, 이유진",아 동,813.5
BHI01470,여우 누이  : 유래와 전설로 엮은 이야기  : 새옹지마,"박창석, 박문희",아 동,813.5
BHI01471,풀죽새 이야기  : 유래와 전설로 엮은 이야기  : 표리부동,"최유희, 오은하",아 동,813.5
BHI01472,손톱 먹은 들쥐  : 유래와 전설로 엮은 이야기  : 주객전도,"박소혜, 송선범",아 동,813.5
BHI01473,황새의 꽁지  : 유래와 전설로 엮은 이야기  : 연목구어,"최향숙, 김연주",아 동,813.5
BHI01474,할미꽃 이야기  : 유래와 전설로 엮은 이야기  : 애지중지,"박영희, 오오니시 미소노",아 동,813.5
BHI01475,하늘에 있는 밭  : 유래와 전설로 엮은 이야기  : 허무맹랑,"이혜옥, 김경하",아 동,813.5
BHI01476,교과서 속담 이야기,글· 아람 편집부,아 동,813.5
BHI01477,교과서 고사성어 이야기,"조종순, 강은경",아 동,813.5
BHI01478,교과서 전래 동요,"춤추는코끼리, 소연정",아 동,813.5
BHI01479,(교과서 담긴 모든 전래 동화와 교과서 논술 활동으로 엮은) 교과서 전래 동화  : 1~2학년,"조종순,김복희, 전진경,김선주,김은정,이문영,채원경",아 동,813.5
BHI01480,(교과서 담긴 모든 전래 동화와 교과서 논술 활동으로 엮은) 교과서 전래 동화  : 3~4학년,"김근주,조종순, 김서진,김영희,윤희숙,전진경",아 동,813.5
BHI01481,(교과서 담긴 모든 전래 동화와 교과서 논술 활동으로 엮은) 교과서 전래 동화  : 5~6학년,"오은아,조종순,한미숙, 김희선,정윤정,정은숙,전진경",아 동,813.5
BHI01482,(달리기 대장)말,"꿈꾸는 초록이,최수복 글,오현균,홍성지,원성현,조성헌 그림",아 동,408
BHI01483,(살금살금 새침한) 고양이,"꿈꾸는초록이,임지연 공 글,원성현,홍성지,장숙희 공그림",아 동,408
BHI01484,공룡의 신비,"꿈꾸는초록이,임지연 공 글,원성현,홍성지 공 그림",아 동,408
BHI01485,(긴 혀를 날름거리는) 뱀,"꿈꾸는초록이,최수복 공 글,오현균,홍성지,장숙희 공 그림",아 동,408
BHI01486,(초원의 키다리) 기린,"꿈꾸는초록이,김용란 공 글,조성덕,홍성지,원성현,조성헌공그림",아 동,408
BHI01487,극지에 사는 동물,"꿈꾸는초록이,임지연 공 글,홍성지,조성헌 공 그림",아 동,408
BHI01488,사막과 초원에 사는 동물,"꿈꾸는초록이,최수복 공 글,홍성지,원성현,조성헌 공 그림",아 동,408
BHI01489,(동글동글 귀여운) 판다,"꿈꾸는초록이,김미연 공 글,오현균,홍성지,장숙희공그림",아 동,408
BHI01490,(재주 많은 뚱보)곰,"꿈꾸는 초록이,최수복 글,오현균,홍성지,장숙희,안우정 그림",아 동,408
BHI01491,(멋진 뿔을 가진) 사슴,"꿈꾸는초록이,김용란 공 글,오현균,홍성지,조성헌공그림",아 동,408
BHI01492,(숲속의 왕) 호랑이,"꿈꾸는초록이,임지연 공 글,조성덕,홍성지,원성현,조성헌공그림",아 동,408
BHI01493,(동물의 왕) 사자,"꿈꾸는초록이,이은진 공 글,오현균,홍성지,장숙희,안우정공그림",아 동,408
BHI01494,(길쭉길쭉 코가 긴) 코끼리,"꿈꾸는초록이,이은진 공 글,원성현,홍성지,장숙희,안우정공그림",아 동,408
BHI01495,(지혜로운 사냥꾼) 늑대,"꿈꾸는 초록이,이희정, 조성덕,홍성지,조성헌",아 동,408
BHI01496,(비단 그물을 짜는) 거미,"꿈꾸는초록이,김용란 공 글,서정화 사진,원성현,홍성지,조성헌 공그림",아 동,408
BHI01497,(꾀가 많고 영리한) 여우,"꿈꾸는초록이,김미연 공 글,조성덕,홍성지,조성헌공그림",아 동,408
BHI01498,(육아 주머니에서 자라는) 캥거루,"꿈꾸는초록이,임지연 공 글,조성덕,홍성지,조성헌공그림",아 동,408
BHI01499,(나무타기 선수) 원숭이,"꿈꾸는초록이,이희정 공 글,오현균,홍성지,장숙희,안우정 공그림",아 동,408
BHI01500,(땅속의 농사꾼) 지렁이,"꿈꾸는초록이,임지연 공 글,박정민 사진,오현균,홍성지,황수진 공그림",아 동,408
BHI01501,(껍데기 집을 진) 달팽이,"꿈꾸는초록이,정진미 공 글,서정화 사진",아 동,408
BHI01502,열대 우림에 사는 동물,"꿈꾸는초록이,이희정 공 글,원유일,홍성지,장숙희,안우정 공 그림",아 동,408
BHI01503,(사람의 다정한 친구) 개,"꿈꾸는초록이,이은진 공 글,원성현,홍성지,류후선,조성헌 공그림",아 동,408
BHI01504,공룡의 탄생과 멸종,"꿈꾸는초록이,임지연 공 글,원성현,홍성지 공 그림",아 동,408
BHI01505,물에 사는 곤충,"꿈꾸는초록이,이정순 공 글,홍성지,박선영 공 그림",아 동,408
BHI01506,(숲 속의 씨름 대장) 사슴벌레,"꿈꾸는초록이,이정순 공 글,오해용 사진,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01507,(폴짝폴짝 뛰어다니는) 메뚜기,"꿈꾸는초록이,이희정 공 글,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01508,(나풀나풀 아름다운) 나비,"꿈꾸는초록이,이희정 공 글,오해용 사진,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01509,(꿀을 찾아 붕붕) 벌,"꿈꾸는초록이,최수복 공 글,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01510,(반짝반짝 빛을 내는) 반딧불이,"꿈꾸는초록이,이정순 공 글,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01511,(맴맴 여름을 노래하는) 매미,"꿈꾸는초록이,이희정 공 글,김윤희,안우정 공 그림",아 동,408
BHI01512,(왕눈이 비행사) 잠자리,"꿈꾸는초록이,이정순 공 글,송양근 사진,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01513,(풀숲의 무법자) 사마귀,"꿈꾸는초록이,김용란 공 글,김윤희,홍성지,안우정,오현균 공 그림",아 동,408
BHI01514,(날개가 아름다운) 무당벌레,"꿈꾸는초록이,이정순 공 글,손상봉 사진,김윤희,안우정,황수진 공 그림",아 동,408
BHI01515,(부지런한 일꾼) 개미,"꿈꾸는초록이,이희정 공 글,조영권 사진,김윤희,홍성지,안우정 공 그림",아 동,408
BHI01516,(날지 못하는 새) 타조,"꿈꾸는초록이,이희정 공 글,이선미,홍성지,안우정 공 그림",아 동,408
BHI01517,(새들의 왕) 수리,"꿈꾸는초록이,이정순 공 글,이선미 외 그림",아 동,408
BHI01518,(밤의 사냥꾼) 올빼미,"꿈꾸는초록이,이희정 공 글,원성현,김연정,임영란,안우정 공 그림",아 동,408
BHI01519,(하늘의 물고기 사냥꾼) 갈매기,"꿈꾸는초록이,이은진 공 글,이선미,홍성지,안우정 공 그림",아 동,408
BHI01520,(하늘의 주인)새,"꿈꾸는 초록이,이희정 글,이종미,안우정 그림",아 동,408
BHI01521,(깍깍깍 노래하는) 까치,"꿈꾸는초록이,이희정 공 글,서정화 사진,이선미,김주경,안우정,황수진 공 그림",아 동,408
BHI01522,(거꾸로 매달리기 대장) 박쥐,"꿈꾸는초록이,임지연 공 글,이선미,박선영,안우정,원성현 공 그림",아 동,408
BHI01523,(얼음 나라의 신사) 펭귄,"꿈꾸는초록이,이희정 공 글,이선미,정하진,안우정 공 그림",아 동,408
BHI01524,(날갯짓이 우아한) 두루미,"꿈꾸는초록이,이은희 공 글,서정화 사진,원성현,김연정,임영란,안우정 공 그림",아 동,408
BHI01525,(고향을 찾아가는) 연어,"꿈꾸는 초록이,이희정, 원성현,안은진,홍성지,조성헌",아 동,408
BHI01526,(바다의 보석) 산호,"꿈꾸는 초록이,최수복, 원성현,최정인,임영란,안우정",아 동,408
BHI01527,(멀리뛰기 선수) 개구리,"꿈꾸는초록이,임지연 공 글,박정민 사진,김명길 외 그림",아 동,408
BHI01528,(바다의 카멜레온) 문어,"꿈꾸는초록이 글,원성현,조신애,홍성지,황수진 공 그림",아 동,408
BHI01529,바다에 사는 동물,"꿈꾸는초록이,최수복 공 글,이규철 사진,이미정,홍성지,조성헌,원성현 공 그림",아 동,408
BHI01530,갯벌에 사는 동물,"꿈꾸는 초록이,이희정 공글,이규철 사진,김명길 외 그림",아 동,408
BHI01531,(분수 기둥이 멋진) 고래,"꿈꾸는초록이,최수복 공 글,원성현외 그림",아 동,408
BHI01532,민물에서 사는 동물,"꿈꾸는 초록이,임지연, 홍성지,원성현,조성헌",아 동,408
BHI01533,(딱지 옷을 입은) 거북,"꿈꾸는초록이,이희정 공 글,오현균외 그림",아 동,408
BHI01534,(무시무시한 이빨을 가진) 악어,"꿈꾸는초록이,김용란 공 글,오현균 외 그림",아 동,408
BHI01535,(바다의 무법자) 상어,"꿈꾸는초록이,김용란 공 글,원성현,임영란,홍성지,안우정공 그림",아 동,408
BHI01536,사계절에 피는 꽃,"꿈꾸는 초록이,이희정, 이미정,박순구,황수진",아 동,408
BHI01537,(아름다운 꽃의 여왕) 장미,"꿈꾸는 초록이,최수복 공 글,변효준,황미선,박순구,안우정 공 그림",아 동,408
BHI01538,(벌레를 꿀꺽꿀꺽!) 벌레잡이 식물,"꿈꾸는 초록이,이희정, 최정인,박순구,안우정",아 동,408
BHI01539,(연못의 여왕) 연꽃,"꿈꾸는 초록이,임지연 공 글,전성영 사진,변효준 외 그림",아 동,408
BHI01540,(예쁜 점이 콕콕) 나리꽃,"감수· 이혜경, 이주연,이혜경, 변효준,황미선,박순구,조성헌",아 동,408
BHI01541,(새벽에 피는 예쁜) 나팔꽃,"꿈꾸는 초록이,최수복 공 글,변효준,김은희,박순구,안우정 공 그림",아 동,408
BHI01542,(봄 소식을 알려 주는) 민들레,"꿈꾸는 초록이,최수복 공 글,변효준 외 그림",아 동,408
BHI01543,(우리의 나라꽃) 무궁화,"꿈꾸는 초록이,최수복,사진: 박정민, 변효준,최정인,박순구,안우정",아 동,408
BHI01544,(뾰족뾰족 가시를 단) 선인장,"꿈꾸는 초록이,최수복 공 글,변효준 외 그림",아 동,408
BHI01545,(도토리 주렁주렁) 참나무,"꿈꾸는 초록이,김용란,사진: 박정민, 김명길,김지현,박순구,황수진",아 동,408
BHI01546,(하늘 향해 쑥쑥 자라는) 대나무,"꿈꾸는 초록이,이은진, 변효준,이미정,박순구,안우정",아 동,408
BHI01547,맛있는 열매가 열리는 나무,"꿈꾸는 초록이,정진미, 임지영,박순구,안우정,조성헌",아 동,408
BHI01548,(푸른 잎이 뾰족뾰족) 소나무,"꿈꾸는 초록이,김용란 공 글,변효준,최정인,박순구,임영란 공 그림",아 동,408
BHI01549,(아기 손을 닮은) 고사리,"꿈꾸는 초록이, 원성현,조성헌,박순구",아 동,408
BHI01550,(울퉁불퉁 맛있는) 감자,"꿈꾸는 초록이,이희정, 원성현,이미정,박순구,안우정,조성헌",아 동,408
BHI01551,(낟알이 주렁주렁) 벼,"꿈꾸는초록이,김미연 공 글,변효준,조신애,박순구,안우정 공 그림",아 동,408
BHI01552,(깨알 같은 열매가 콕콕) 딸기,"꿈꾸는초록이,김미연 공 글,원성현,최정인,박순구,안우정 공 그림",아 동,408
BHI01553,(축축한 곳에 사는) 이끼,"꿈꾸는 초록이,김미연, 김윤희,조신애,박순구,임영란,안우정",아 동,408
BHI01554,(노란 알갱이가 맛있는) 옥수수,"꿈꾸는초록이,최수복 공 글,유숭일 사진,원성현 외 그림",아 동,408
BHI01555,(주렁주렁 상큼한) 사과,"꿈꾸는초록이,김미연 공 글,최수연 사진,원성현,이미정,박순구,황수진 공 그림",아 동,408
BHI01556,(싱싱 생생 맛있는) 채소,"꿈꾸는초록이,김미연 공 글,이미정,임영란,박순구 공 그림",아 동,408
BHI01557,(길쭉길쭉 노란) 바나나,"꿈꾸는초록이,임지연 공 글,원유일,홍성지,박순구,안우정 공 그림",아 동,408
BHI01558,(송알송알 탐스러운) 포도,"꿈꾸는초록이,임지연 공 글,원유일,조신애,박순구,황수진 공 그림",아 동,408
